Created_time,URL,Name,Category,Price,Address,Date,OlxDelivery,Is_promoted,Author_from_data,Views,Auth_rating,Photos_number,Description
2021-12-19 18:49:25.237295,https://www.olx.ua/d/obyavlenie/apple-iphone-5-prodam-IDNFSot.html?sd=1#573a179f52,Apple iphone 5 продам,Телефоны и аксессуары » Мобильные телефоны / смартфоны,700,"Запорожье, Коммунарский",2021-12-19 18:40:20.721004,True,False,март 2011 г.,4,нет ни одного отзыва,7,"Продам телефон, состояние рабочее. Плохо держит зарядку."
2021-12-19 18:49:28.084783,https://www.olx.ua/d/obyavlenie/iphone-6s-64-gb-horoshee-sostoyanie-IDNFSpC.html?sd=1#573a179f52,iPhone 6s 64 gb хорошее состояние,Телефоны и аксессуары » Мобильные телефоны / смартфоны,2500,"Одесса, Малиновский",2021-12-19 18:40:25.237728,True,False,февраль 2021 г.,11,нет ни одного отзыва,4,"В нормальном состоянии, есть следы использования, комплект полный, коробка есть. Батарея 100%. Можно обмен на андроид от 4/64
ТОРГА нЕТ!
Все оригинал кроме батареи!"
2021-12-19 18:49:32.888011,https://www.olx.ua/d/obyavlenie/iphone-xs-max-256gb-IDNFSp9.html?sd=1#573a179f52;promoted,iPhone xs Max 256gb,Телефоны и аксессуары » Мобильные телефоны / смартфоны,14000,Вишневое,2021-12-19 18:40:28.085492,True,True,февраль 2016 г.,11,нет ни одного отзыва,8,"Продам iPhone XS max на 256gb в идеальном состоянии ни единой царапины,с первого дня носился в чехле и оклеен защитным стеклом.Не топился ,не разбирался.Покупался 1год назад новым.Батарея 88%.Только Киев и только при личной встрече.Новой почтой не высылаю.Торг!"
2021-12-19 18:49:35.589620,https://www.olx.ua/d/obyavlenie/apple-iphone-6-6s-plus-32-64gb-fqajy-ayfon-telefon-kupiti-kupit-IDMBeip.html?sd=1#573a179f52;promoted,Apple iPhone 6/6s Plus/32/64gb (fqajy/айфон/телефон/купити/купить),Телефоны и аксессуары » Мобильные телефоны / смартфоны,2500,"Запорожье, Вознесеновский",2021-12-19 18:40:32.888525,True,True,февраль 2021 г.,2058,Удовлетворительно,8,"Рад что Вы посетили наш интерне-магазин ""TiktokPhone"",  хотим представить вашему вниманию модель, что несомненно подойдет для вас как второй робочий или даже основной телефон, а так же вашим детям и близким за счет своей стойкости корпуса и экрана и компактности.

Данная модель поддерживает все симкарты и приложения, даже не смотря на свой год выпуска, оставаясь одной из самых популярных моделей за свою стоимость.

К данной модели как и к любой другой в нашем ассортименте в комплект входит:

Сам телефон
Зарядное устройство
Адаптер питания
Гарантия на 90 дней
Скрепка
Защитное стекло
Так же в наличии есть и другие модели iPhone, а так же iPad и множество аксессуаров к ним.

НЕ ВОССТАНОВЛЕН;
НЕ РЕМОНТИРОВАН;

iCloud чистый 
Touch ID работает
АКБ 95 и выше!

Есть устройства на любой бюджет, пишите- готовы помочь найти тот телефон который вы давно искали по отличной цене и с гарантией!!и с гарантией!!"
2021-12-19 18:49:39.997742,https://www.olx.ua/d/obyavlenie/chehol-polarpro-dlya-iphone-12-pro-max-i-filtr-polarpro-mist-3-5-vnd-IDNmUBe.html?sd=1#573a179f52,Чехол PolarPro для iPhone 12 Pro Max и фильтр PolarPro MIST 3/5 VND,Телефоны и аксессуары » Аксессуары для телефонов,1000,"Киев, Дарницкий",2021-12-19 18:39:35.590098,True,False,сентябрь 2018 г.,153,Удовлетворительно,2,"Пользовался всего пару раз всё в идеальном состоянии, упаковка есть чеки если нужно, продаю так как готовлюсь к покупке комплекта на 13 Pro Max Сам чехол 1000 грн. а нейтральный регулируемый фильтр PolarPro MIST 3/5 VND для чехла LiteChaser iPhone 12 Pro/12 Pro Max дающий киношный эффект 2100 грн. возможен торг. Продаю как комплектом так и раздельно."
2021-12-19 18:49:44.639861,https://www.olx.ua/d/obyavlenie/orignalniy-100-ekran-displey-modul-ayfon-iphone-6-s-7-8-plus-plyus-IDNghuH.html?sd=1#573a179f52;promoted,ОРИГІНАЛЬНИЙ 100% екран дисплей модуль айфон iphone 6 s 7 8 plus плюс,Телефоны и аксессуары » Запчасти для телефонов,799,"Львов, Сиховский",2021-12-19 18:39:39.998311,True,True,ноябрь 2021 г.,165,Отлично,6,"ЦІНА ВКАЗАНА ЗА ДИСПЛЕЙ IPHONE 6

В ПОДАРУНОК ЗАХИСНЕ СКЛО І ПРОКЛЕЙКА ВІД ПИЛУ ТА ВОЛОГИ (5 фото)

ЧОРНІ ТА БІЛІ Оригінальні дисплеї для всіх моделей IPhone в ідеальному стані. Царапин та будь-яких інших дефектів немає.

Всі фото зроблені мною, дисплеїв є достатня кількість. Запрошую до співпраці сервісні центри. 

Після продажі не пропадаю, з радістю підкажу як встановити дисплей. 

Головна ознака оригіналу - логотип Apple на шлейфі. (6 фото)

Можлива зустріч у Львові.

ВІДПРАВКИ В ДЕНЬ ЗАМОВЛЕННЯ, 7 ДНІВ В ТИЖДЕНЬ, БЕЗ ВИХІДНИХ.
НОВОЮ ПОШТОЮ ТА УКРПОШТОЮ.

Варіанти оплати:
- Безпечна ОЛХ-Доставка.
- Оплата НА ПОШТІ
- Зустріч у Львові."
2021-12-19 18:49:50.202184,https://www.olx.ua/d/obyavlenie/prodam-iphone-x-256gb-neverlock-IDNFSmD.html?sd=1#573a179f52,Продам IPhone X 256GB Neverlock,Телефоны и аксессуары » Мобильные телефоны / смартфоны,8000,Павлоград,2021-12-19 18:39:44.640330,True,False,октябрь 2021 г.,7,нет ни одного отзыва,6,"Телефон- Neverlock
Все функции исправно работают
Face ID - работает
3D Touch - работает
iCloud - отвязан (никаких паролей и учетных записей в нем нет)
Состояние идеальное.
Батарея - 95%.
Вместе с телефоном идёт его коробка, чехол зарядка, кабель, наушники.
Возможна продажа при личной встрече или отправка OLX доставкой."
2021-12-19 18:49:53.065528,https://www.olx.ua/d/obyavlenie/iphone-se-space-gray-IDNFSjw.html?sd=1#573a179f52,Iphone se space gray,Телефоны и аксессуары » Мобильные телефоны / смартфоны,700,"Харьков, Слободской",2021-12-19 18:38:50.202623,True,False,апрель 2016 г.,6,Хорошо,4,Продам iPhone se space gray. Телефон заблокирован. Все функции работают. Дисплей целый и полностью рабочий. Продаётся как есть для разблокировки или на запчасти. Олх доставка только через новую почту.
2021-12-19 18:49:55.916806,https://www.olx.ua/d/obyavlenie/telefon-apple-iphone-5s-IDNFSlz.html?sd=1#573a179f52,Телефон Apple iPhone 5s,Телефоны и аксессуары » Мобильные телефоны / смартфоны,1000,Энергодар,2021-12-19 18:38:53.066812,True,False,август 2021 г.,6,нет ни одного отзыва,2,"Продам телефон. В отличном состоянии. Есть коробка и зарядное.чехол, защитное стекло."
2021-12-19 18:50:01.429920,https://www.olx.ua/d/obyavlenie/9d-antishpion-privat-zaschitnoe-steklo-iphone-6-7-8-x-11-12-13-vse-modeli-IDl36mu.html?sd=1#573a179f52;promoted,9D Антишпион Приват Защитное стекло iPhone 6/7/8/X/11/12/13/Все модели,Телефоны и аксессуары » Аксессуары для телефонов,200,"Киев, Святошинский",2021-12-19 18:38:55.917278,True,True,апрель 2016 г.,8919,Отлично,7,"Хотите что бы информацию на экране вашего iPhone, видели только вы?

Предлагаю вашему вниманию, конфиденциальное, приватное, антишпион 9D защитное стекло для iPhone.
Модельный ряд - iPhone 6/6s/7/8/7+/8+/X/Xs/Xr/Xs Max/11/11Pro/11Pro Max/12/12 Pro/12 Pro Max/12 Mini/13/13 Pro/13 Pro Max/13 Mini.

Стекло покрывает весь экран.
Есть белый и чёрный цвет. 

Делаю доставку и профессиональную поклейку, в любом удобном для вас месте, будь то офис автомобиль или кафе.

Данное стекло устроенно таким образом, что все происходящее на экране будете видеть только вы. Под прямым углом оно прозрачное(хоть и слегка затемненное), чем больше угол обзора чем хуже все видно, при угле обзора в 40 градусов уже ничего невидно, т.е. человек сидящий рядом например в метро в маршрутке, или за столом не сможет увидеть то что происходит на вашем экране.

Выбираю только самые лучшие варианты стекол, которые можно приобрести у поставщиков в Украине.
На выходе вы получаете, качественное стекло, которое обладает самыми востребоваными характеристиками. Это не дешевый Китай, где вы покупаете кота в мешке.

Больше аксессуаров на моем телеграм канале: t.me/MeMobi

Дополнительные услуги:
Доставка по Киеву - БЕСПЛАТНО
ПОКЛЕЙКА СТЕКЛА - 30 грн.

Доставка по Украине:
НОВАЯ ПОЧТА

Пользуюсь услугой ОЛХ доставка.
Что бы заказать:

1 - Свяжитесь со мной, любым удобным для вас способом.
2 - Уточните наличие именно вашей модели(цена на все модели одинаковая)
3 - Нажмите купить и оформите заказ.

Пишите, звоните, не стесняйтесь и мы с Вами договоримся!

тел. 06********93 + Viber; Telegram
тел. 09********60 + Viber; Telegram"
2021-12-19 18:50:10.078540,https://www.olx.ua/d/obyavlenie/iphone-11-pro-256gb-IDNFSkM.html?sd=1#573a179f52,IPhone 11 pro 256gb,Телефоны и аксессуары » Мобильные телефоны / смартфоны,23800,Иванков,2021-12-19 18:38:01.430459,True,False,октябрь 2019 г.,113,нет ни одного отзыва,2,"Количество SIM-карт - 1
Диагональ экрана - 5.8
Емкость аккумулятора -3046 мАч
Основная камера - 12 МП + 12 МП + 12МП
Фронтальная камера - 12 Мп
Оперативная память - 4 ГБ
Внутренняя память - 256 ГБ
Процесор - Apple A13 Bionic
Новий"
2021-12-19 18:50:13.516656,https://www.olx.ua/d/obyavlenie/prodayu-iphone-xr-64-gb-IDNFSkD.html?sd=1#573a179f52,Продаю iPhone XR 64 GB,Телефоны и аксессуары » Мобильные телефоны / смартфоны,10300,"Харьков, Немышлянский",2021-12-19 18:38:10.078979,True,False,февраль 2017 г.,нет просмотров,нет ни одного отзыва,8,"Продаю свой телефон, в связи с тем, что купил новый! Телефон iPhone XR 64 гигабайта , был в пользовании год , в идеальном состоянии, все работает, всегда был в защитных стёклах и в чехле. Есть коробка, наушники, но отсутствует зарядное устройство. В подарок чёрный чехол!
09******03 Антон"
2021-12-19 18:50:16.365860,https://www.olx.ua/d/obyavlenie/chehol-na-ruku-dlya-iphone-5-IDH9SJq.html?sd=1#573a179f52,Чехол на руку для iPhone 5,Телефоны и аксессуары » Аксессуары для телефонов,50,Алексеевка,2021-12-19 18:38:13.517207,True,False,апрель 2017 г.,242,нет ни одного отзыва,2,"Новый чехол на руку. 

Удобно для занятий спортом"
2021-12-19 18:50:22.031267,https://www.olx.ua/d/obyavlenie/apple-iphone-6-plus-16gb-gb-original-dostavka-5-5-dyuyma-IDMAKYy.html?sd=1#573a179f52;promoted,Apple iPhone 6 Plus 16GB|ГБ Оригинал Доставка/5.5 Дюйма,Телефоны и аксессуары » Мобильные телефоны / смартфоны,2699,Херсон,2021-12-19 18:37:16.366556,True,True,март 2021 г.,981,Отлично,6,"Наш магазин предоставляет возможность купить технику Apple в идеальном состоянии, по отличной цене с гарантией.

Так же есть большой ассортимент аксессуаров.
При покупке телефона на аксессуары действует СКИДКА!!!

Комплект:
-Телефон
-Зарядка
-Гарантия
-Стекло защитное в подарок

•Полностью проверен и рабочий
•Айклауд аккаунт чистый и ждет нового владельца!
•Так же отправляем Новой Почтой наложенным платежом

Наши  магазины расположены:
г.Киев
г.Днепр
г.Харьков
г.Черновцы
г.Харьков
г.Белая Церковь

ПН-СБ 09:00-21:00
ВС 11:00-19:00

В продаже много других моделей iPhone во всех цветах и объемах памяти,которые вы можете посмотреть у нас в других объявлениях."
2021-12-19 18:50:28.538521,https://www.olx.ua/d/obyavlenie/apple-iphone-7-32-IDNFShF.html?sd=1#573a179f52,Apple Iphone 7. 32,Телефоны и аксессуары » Мобильные телефоны / смартфоны,3800,Ильинцы,2021-12-19 18:36:22.031748,True,False,май 2015 г.,3,Хорошо,7,"Айфони 7 gold. Пам'ять 32 г. Гарний стан. Маленький коцик на углу, на фото видно. Батарея 77%. Оновлений до ios 15.1., офіційна версія, купувався в Україні. Все справно працює. В ремонті небув. В комплекті упаковка і шнур зарядки. Можлива відправка поштою через олх доставка."
2021-12-19 18:50:33.041764,https://www.olx.ua/d/obyavlenie/apple-iphone-6-6s-16-32-64-ayfon-kupiti-original-telefon-kupit-IDMAIxu.html?sd=1#573a179f52;promoted,Apple iPhone 6/6s 16/32/64 (айфон/купити/оригинал/телефон/купить),Телефоны и аксессуары » Мобильные телефоны / смартфоны,1800,"Кропивницкий, Подольский",2021-12-19 18:36:28.538966,True,True,февраль 2021 г.,1617,Удовлетворительно,7,"Рад что Вы посетили наш интерне-магазин ""TiktokPhone"",  хотим представить вашему вниманию модель, что несомненно подойдет для вас как второй робочий или даже основной телефон, а так же вашим детям и близким за счет своей стойкости корпуса и экрана и компактности.

Данная модель поддерживает все симкарты и приложения, даже не смотря на свой год выпуска, оставаясь одной из самых популярных моделей за свою стоимость.

К данной модели как и к любой другой в нашем ассортименте в комплект входит:

Сам телефон
Зарядное устройство
Адаптер питания
Гарантия на 90 дней
Скрепка
Защитное стекло
Так же в наличии есть и другие модели iPhone, а так же iPad и множество аксессуаров к ним.

НЕ ВОССТАНОВЛЕН;
НЕ РЕМОНТИРОВАН;

iCloud чистый 
Touch ID работает
АКБ 95 и выше!

Есть устройства на любой бюджет, пишите- готовы помочь найти тот телефон который вы давно искали по отличной цене и с гарантией!!"
2021-12-19 18:50:35.864055,https://www.olx.ua/d/obyavlenie/apple-iphone-6-6s-16-32-64gb-ayfon-telefon-kupiti-kupit-magazin-IDMBftz.html?sd=1#573a179f52;promoted,Apple iPhone 6/6s 16/32/64gb (айфон/телефон/купити/купить/Магазин),Телефоны и аксессуары » Мобильные телефоны / смартфоны,1800,"Харьков, Киевский",2021-12-19 18:36:33.042300,True,True,февраль 2021 г.,4195,Удовлетворительно,8,"Рад что Вы посетили наш интерне-магазин ""TiktokPhone"", хотим представить вашему вниманию модель, что несомненно подойдет для вас как второй робочий или даже основной телефон, а так же вашим детям и близким за счет своей стойкости корпуса и экрана и компактности.

Данная модель поддерживает все симкарты и приложения, даже не смотря на свой год выпуска, оставаясь одной из самых популярных моделей за свою стоимость.

К данной модели как и к любой другой в нашем ассортименте в комплект входит:

Сам телефон
Зарядка
Гарантия на 90 дней
Скрепка
Защитное стекло
Так же в наличии есть и другие модели iPhone, а так же iPad и множество аксессуаров к ним.

НЕ ВОССТАНОВЛЕН;
НЕ РЕМОНТИРОВАН;

iCloud чистый
Touch ID работает

Магазин по адресу Манизера 1

Есть устройства на любой бюджет, пишите- готовы помочь найти тот телефон который вы давно искали по отличной цене и с гарантией!!"
2021-12-19 18:50:38.745075,https://www.olx.ua/d/obyavlenie/iphone-11-pro-neverlock-100-batareyka-IDNniFI.html?sd=1#573a179f52;promoted,IPhone 11 pro Neverlock 100% батарейка,Телефоны и аксессуары » Мобильные телефоны / смартфоны,17400,Луцк,2021-12-19 18:36:35.864526,True,True,февраль 2021 г.,4195,Удовлетворительно,7,"Рад что Вы посетили наш интерне-магазин ""TiktokPhone"", хотим представить вашему вниманию модель, что несомненно подойдет для вас как второй робочий или даже основной телефон, а так же вашим детям и близким за счет своей стойкости корпуса и экрана и компактности.

Данная модель поддерживает все симкарты и приложения, даже не смотря на свой год выпуска, оставаясь одной из самых популярных моделей за свою стоимость.

К данной модели как и к любой другой в нашем ассортименте в комплект входит:

Сам телефон
Зарядка
Гарантия на 90 дней
Скрепка
Защитное стекло
Так же в наличии есть и другие модели iPhone, а так же iPad и множество аксессуаров к ним.

НЕ ВОССТАНОВЛЕН;
НЕ РЕМОНТИРОВАН;

iCloud чистый
Touch ID работает

Магазин по адресу Манизера 1

Есть устройства на любой бюджет, пишите- готовы помочь найти тот телефон который вы давно искали по отличной цене и с гарантией!!"
2021-12-19 18:50:43.459914,https://www.olx.ua/d/obyavlenie/iphone-6-16gb-gb-space-gray-neverlock-garantiya-polnyy-funktsional-IDNatqP.html?sd=1#573a179f52;promoted,iPhone 6 16Gb ГБ Space Gray Neverlock | Гарантия | Полный функционал,Телефоны и аксессуары » Мобильные телефоны / смартфоны,1799,Тернополь,2021-12-19 18:36:38.745551,True,True,март 2021 г.,нет просмотров,Отлично,6,"Наш магазин предоставляет возможность купить технику Apple в идеальном состоянии, по отличной цене с гарантией.

Так же есть большой ассортимент аксессуаров.
При покупке телефона на аксессуары действует СКИДКА!!!

Комплект:
-Телефон
-Зарядка
-Гарантия
-Стекло защитное в подарок

•Полностью проверен и рабочий
•Айклауд аккаунт чистый и ждет нового владельца!
•Так же отправляем Новой Почтой наложенным платежом

Наши  магазины расположены:
г.Киев
г.Днепр
г.Харьков
г.Черновцы
г.Харьков
г.Белая Церковь

ПН-СБ 09:00-21:00
ВС 11:00-19:00

В продаже много других моделей iPhone во всех цветах и объемах памяти,которые вы можете посмотреть у нас в других объявлениях."
2021-12-19 18:50:46.286524,https://www.olx.ua/d/obyavlenie/iphone-6plus-16-64gb-smartfon-telefon-magazin-garantya-IDKWjVi.html?sd=1#573a179f52;promoted,iPhone 6Plus 16/64Gb  смартфон.телефон.магазин.гарантія.,Телефоны и аксессуары » Мобильные телефоны / смартфоны,2499,"Киев, Святошинский",2021-12-19 18:36:43.460410,True,True,февраль 2021 г.,910,Хорошо,6,"iPhone пропонують всі, але найвигідніші пропозиції тільки в нас )
Читайте опис нижче 
v
Коротко про нас )
Займаємося продажем техніки Apple більше 5 років
Сотні задоволених клієнтів
Якщо Ви раніше не чули за нас, швидше за все Ви вперше в олх або ж це буде перша покупка iPhone
Пропонуємо вживану (б/у) техніку тільки в ЧУДОВОМУ стані та без жодних нюансів в роботі
Також для того, щоб у Вас не виникло сумнівів надаємо гарантію (базова гарантія 90 днів)
Вся техніка привезена закордонну та НЕ БУЛА у використанні на Україні
Оригінальність ми гарантуємо нашою репутацією 
* 
Комлпект:
- Зарядний пристрій (Foxcone прекрасної якості)
- Подарунки до кожного замовлення
- Гарантія 
- Знижки на всі наступні покупки 
Де нас знайти ?
Ми являємося інтернет магазином, проте заключені договори із багатьма магазинами по всій Україні та можливі самовивози із них. Наявність магазину у Вашому місті уточнюйте )
Також можлива відправка поштою )
Завжди раді Вашому смс та дзвінку )"
2021-12-19 18:50:51.538957,https://www.olx.ua/d/obyavlenie/ayfon-apple-iphone-5s-se-16-32-64-128gb-space-gray-original-skidki-5s-IDMuxTN.html?sd=1#573a179f52;promoted,Айфон Apple iPhone 5s SE 16.32.64.128GB Space Gray оригинал скидки 5с,Телефоны и аксессуары » Мобильные телефоны / смартфоны,1598,Софиевская Борщаговка,2021-12-19 18:36:46.287043,True,True,февраль 2021 г.,2300,Хорошо,6,"В наличие есть отличные варианты
*
Все телефоны - работают со всеми Украинскими и другими операторами
*
iCloud на телефоне чистый - без проблем войдете в свою учетную запись
*
На телефон действует гарантия 30 дней, есть возможность продлить.
*
К телефону полный комплект (телефон\кабель\блок\гарнатия\скрепка)
*
При покупке скидка на аксессуары 20%
*
Есть как самовывоз так и отправка почтами
*
Стоимость указана за самый бюджетный вариант
*
В наличие много разных телефон как по состоянию, гигабайтам, наличием Touch ID, рсим, Neverlock,MDN и конечно же цене!
*
За всеми подробностями в личные сообщение либо по телефону или мессенджерах!"
2021-12-19 18:50:58.637659,https://www.olx.ua/d/obyavlenie/originalnoe-zaryadnoe-ustroystvo-dlya-iphone-ipad-20w-usb-c-IDNFS2S.html?sd=1#573a179f52,Оригинальное зарядное устройство для iPhone IPad 20W USB-C,Телефоны и аксессуары » Аксессуары для телефонов,500,"Киев, Дарницкий",2021-12-19 18:36:51.539433,True,False,октябрь 2016 г.,1,нет ни одного отзыва,4,"Оригинальная зарядка для IPhone и IPad 20W. С американской вилкой. USB-C to lightning. 

Так же ещё называется Apple USB-C Power Adapter 20W

Использовал два раза. Состояние почти идеальное, мелкие царапины да и только."
2021-12-19 18:51:04.437244,https://www.olx.ua/d/obyavlenie/zaryadka-blochek-szu-ucb-c-type-c-apple-iphone-20w-original-drop-IDKHFAP.html?sd=1#573a179f52;promoted,Зарядка  блочек сзу  ucb-c type-c apple iphone 20w original дроп,Телефоны и аксессуары » Аксессуары для телефонов,299,"Киев, Святошинский",2021-12-19 18:36:58.638134,True,True,март 2017 г.,427,Отлично,5,"100% заряд всего за 40 минут.
Также есть lighting,MagSafe,чехлы.

Оригинальный адаптер питания. (MHJE3) 
20 w для Apple iPhone и других устройств с Разьемом type-c(usb-c)

Возможен самовывоз в Киеве 

Наши отзывы: telegra.ph/Otzyvy-04-10-6

При покупке второго аксессуара скидка
 100 грн.

Мы в Instagram perfectt_man
Также у нас есть ОПТ"
2021-12-19 18:51:07.111864,https://www.olx.ua/d/obyavlenie/silicon-case-iphone-12-pro-max-magsafe-original-chehol-keys-opt-IDKGrqp.html?sd=1#573a179f52;promoted,Silicon Case iPhone 12/Pro Max MagSafe Original Чехол кейс опт,Телефоны и аксессуары » Аксессуары для телефонов,250,"Киев, Святошинский",2021-12-19 18:36:04.438169,True,True,март 2017 г.,980,Отлично,3,"MagSafe магнит работает.
Silicone Case  на весь 12  модельный ряд.
Все цвета.

Наши отзывы: telegra.ph/Otzyvy-04-10-6

При покупке второго аксессуара скидка.

Мы в Instagram perfectt_man
Также у нас есть ОПТ"
2021-12-19 18:51:10.121295,https://www.olx.ua/d/obyavlenie/bystraya-zaryadka-apple-iphone-18w-usb-c-kabel-type-c-na-lightning-IDJngmG.html?sd=1#573a179f52;promoted,Быстрая Зарядка Apple iPhone 18W Usb-C + Кабель Type-C на Lightning,Телефоны и аксессуары » Аксессуары для телефонов,338,Ровно,2021-12-19 18:36:07.112348,True,True,март 2017 г.,980,Отлично,6,"MagSafe магнит работает.
Silicone Case  на весь 12  модельный ряд.
Все цвета.

Наши отзывы: telegra.ph/Otzyvy-04-10-6

При покупке второго аксессуара скидка.

Мы в Instagram perfectt_man
Также у нас есть ОПТ"
2021-12-19 18:51:18.629091,https://www.olx.ua/d/obyavlenie/chehol-na-iphone-11-pro-max-IDMNbFx.html?sd=1#573a179f52,Чехол на iphone 11 pro max,Телефоны и аксессуары » Аксессуары для телефонов,250,Луцк,2021-12-19 18:36:10.121811,True,False,сентябрь 2016 г.,102,Отлично,2,"Чехли, в хорошому стані! Можна по одному, але разом дешевше!)
Детальні фото можу скинути"
2021-12-19 18:51:21.844786,https://www.olx.ua/d/obyavlenie/iphone-11-64-gb-IDNmTIT.html?sd=1#573a179f52,iPhone 11  64 GB,Телефоны и аксессуары » Мобильные телефоны / смартфоны,14500,Алексеевка,2021-12-19 18:36:18.629532,True,False,сентябрь 2016 г.,102,Отлично,1,"Чехли, в хорошому стані! Можна по одному, але разом дешевше!)
Детальні фото можу скинути"
2021-12-19 18:51:24.536188,https://www.olx.ua/d/obyavlenie/apple-iphone-xr-64-gb-IDNFSdr.html#573a179f52,Apple Iphone xr 64 gb,Телефоны и аксессуары » Мобильные телефоны / смартфоны,Обмен,"Одесса, Приморский",2021-12-19 18:35:21.845319,False,False,июль 2020 г.,10,нет ни одного отзыва,5,"Apple IPhone XR 64 gb состояние на фотографиях ,все функции датчики работает как положено .Телефон в оригинале ,на экране стекло Mocolo True Tone и Face работают .ICloud мой сниму при продаже .Смартфон работает ,как Neverlock .Обмен на смартфон на Snapdragon 888 или Iphone можно с вашей доплатой .Хлам и трэшак не предлагать .Новой почтой не отправляю ,писать людям с Одессы ."
2021-12-19 18:51:26.959120,https://www.olx.ua/d/obyavlenie/chehol-na-iphone-6s-IDNlTYd.html?sd=1#573a179f52,Чехол на iphone 6s,Телефоны и аксессуары » Аксессуары для телефонов,180,Херсон,2021-12-19 18:35:24.536786,True,False,июнь 2019 г.,47,Хорошо,3,"Продам новый чехол на айфон 6s , ошиблась с моделью, в чехле закрытый низ"
2021-12-19 18:51:30.598841,https://www.olx.ua/d/obyavlenie/novye-original-apple-clear-case-iphone-12-mini-pro-max-IDMMpOg.html?sd=1#573a179f52,Новые! Оригинал! Apple Clear Case iPhonе 12 Mini Pro Max,Телефоны и аксессуары » Аксессуары для телефонов,950,"Киев, Соломенский",2021-12-19 18:34:26.959666,True,False,июнь 2019 г.,47,Хорошо,6,"Продам новый чехол на айфон 6s , ошиблась с моделью, в чехле закрытый низ"
2021-12-19 18:51:33.232462,https://www.olx.ua/d/obyavlenie/iphone-x-64gb-stan-dealniypde-na-podarunok-IDNFScw.html?sd=1#573a179f52,Iphone X 64gb стан ідеальний(піде на подарунок),Телефоны и аксессуары » Мобильные телефоны / смартфоны,9200,"Киев, Шевченковский",2021-12-19 18:34:30.599315,True,False,апрель 2021 г.,9,нет ни одного отзыва,8,"Iphone X в ідеальному стані.повний комплект.
Все працює .з айклауда вийшов.
Продаю так як купив новий телефон"
2021-12-19 18:51:36.981430,https://www.olx.ua/d/obyavlenie/iphone-6-plus-zaschitnoe-steklo-IDKlWVM.html?sd=1#573a179f52,Iphone 6 Plus защитное стекло,Телефоны и аксессуары » Аксессуары для телефонов,99,Софиевская Борщаговка,2021-12-19 18:34:33.232960,True,False,апрель 2021 г.,9,нет ни одного отзыва,4,"Iphone X в ідеальному стані.повний комплект.
Все працює .з айклауда вийшов.
Продаю так як купив новий телефон"
2021-12-19 18:51:42.350958,https://www.olx.ua/d/obyavlenie/provod-zaryadka-na-ayfon-kabel-iphone-lightning-iphone-apple-ipad-IDMaNYz.html?sd=1#573a179f52;promoted,Провод зарядка на айфон кабель iPhone Lightning iPhone Apple iPad,Телефоны и аксессуары » Аксессуары для телефонов,60,"Киев, Голосеевский",2021-12-19 18:34:36.981989,True,True,апрель 2020 г.,1594,Отлично,2,"Гарантия качества!
Новый провод Foxconn для Айфона Lightning 
Отлично работает со всеми ios, синхронизируется с ПК
Длина: 1 метр Цвет: белый
Совместим с любым iPhone 
iPad - нового поколения с разьемом Lightning
Самовывоз по Киеву м.Лыбдеская или Чабаны
Доставка по Украине:
Новая Почта
Интайм
Укрпошта
Джастин
В наличии и другие аксессуары, блоки для зарядки, стекла защитные и многое другое. Звоните, договоримся. Также есть опт."
2021-12-19 18:51:47.673131,https://www.olx.ua/d/obyavlenie/apple-iphone-6-plus-16gb-gb-original-dostavka-5-5-dyuyma-IDMAKYy.html?sd=1#6a042eb98a;promoted,Apple iPhone 6 Plus 16GB|ГБ Оригинал Доставка/5.5 Дюйма,Телефоны и аксессуары » Мобильные телефоны / смартфоны,2699,Херсон,2021-12-19 18:37:43.051439,True,True,март 2021 г.,982,Отлично,6,"Наш магазин предоставляет возможность купить технику Apple в идеальном состоянии, по отличной цене с гарантией.

Так же есть большой ассортимент аксессуаров.
При покупке телефона на аксессуары действует СКИДКА!!!

Комплект:
-Телефон
-Зарядка
-Гарантия
-Стекло защитное в подарок

•Полностью проверен и рабочий
•Айклауд аккаунт чистый и ждет нового владельца!
•Так же отправляем Новой Почтой наложенным платежом

Наши  магазины расположены:
г.Киев
г.Днепр
г.Харьков
г.Черновцы
г.Харьков
г.Белая Церковь

ПН-СБ 09:00-21:00
ВС 11:00-19:00

В продаже много других моделей iPhone во всех цветах и объемах памяти,которые вы можете посмотреть у нас в других объявлениях."
2021-12-19 18:51:53.831436,https://www.olx.ua/d/obyavlenie/apple-iphone-7-32-IDNFShF.html?sd=1#6a042eb98a,Apple Iphone 7. 32,Телефоны и аксессуары » Мобильные телефоны / смартфоны,3800,Ильинцы,2021-12-19 18:36:47.673589,True,False,май 2015 г.,7,Хорошо,7,"Айфони 7 gold. Пам'ять 32 г. Гарний стан. Маленький коцик на углу, на фото видно. Батарея 77%. Оновлений до ios 15.1., офіційна версія, купувався в Україні. Все справно працює. В ремонті небув. В комплекті упаковка і шнур зарядки. Можлива відправка поштою через олх доставка."
